"class","cap.diameter","cap.shape","cap.surface","cap.color","does.bruise.or.bleed","gill.attachment","gill.spacing","gill.color","stem.height","stem.width","stem.root","stem.surface","stem.color","veil.type","veil.color","has.ring","ring.type","spore.print.color","habitat","season"
"p",9.15,"x","","u","t","x","","u",8.79,19.81,"s","","g","","u","f","f","","d","a"
"p",7.21,"f","w","p","f","s","c","p",4.64,10.42,"","","p","","","f","f","","d","w"
"p",6.78,"f","","y","f","s","d","y",6.52,15.15,"","i","y","","","f","f","","d","a"
"p",8.12,"x","t","n","f","a","d","w",8.77,27.21,"","","w","","","f","f","","d","u"
"p",21.29,"s","k","w","t","d","d","w",7.41,30.16,"","","w","","","f","f","","d","a"
"p",9.53,"x","","n","t","x","","u",9.97,20.96,"s","","n","","u","f","f","","d","a"
"e",1.4,"x","t","y","f","d","","w",5.85,2.06,"","t","y","","","f","f","","h","u"
"p",15.01,"s","k","n","f","d","c","y",4.78,29.76,"","k","k","","","f","f","","d","u"
"e",55.31,"o","y","y","f","p","","y",7.79,45.07,"","k","k","","","f","f","","d","s"
"e",1.08,"x","g","y","f","d","","w",6.3,1.75,"","t","y","","","f","f","","d","a"
"p",3.19,"f","s","w","f","d","c","w",2.88,7.29,"","","w","","","f","f","","g","u"
"p",6.62,"s","t","n","t","d","","w",4.72,12.41,"","t","r","","","f","f","","d","u"
"p",2.13,"p","t","n","f","a","c","g",8.26,2.51,"","t","y","","","t","e","","m","a"
"e",10.61,"x","s","u","f","x","","n",6.12,20.39,"","","w","","","f","f","","d","u"
"p",3.14,"b","","k","f","a","","n",10.42,2.61,"","","n","","w","f","f","k","g","u"
"e",5.96,"x","h","g","f","a","d","n",5.99,4.73,"","t","w","","","t","l","","d","u"
"p",3.6,"s","w","o","t","d","c","y",3.95,6.51,"","","n","","","f","f","","d","u"
"p",7.14,"s","t","n","t","d","","g",4.44,12.48,"","t","r","","","f","f","","d","a"
"p",10.17,"s","t","n","t","d","c","n",5.81,12.53,"","","n","","","f","f","","h","u"
"p",12,"x","g","e","f","p","","y",5.25,39.19,"","","n","","","f","f","","d","a"
"e",10.58,"s","","n","f","s","c","u",6.84,19.06,"","","b","","","f","f","","d","w"
"e",8.75,"x","t","n","t","p","","y",6.8,22.08,"","","n","","","f","f","","d","a"
"p",3.39,"o","l","g","f","f","f","f",0,0,"f","f","f","","","f","f","","d","u"
"e",5.14,"s","","n","f","d","c","w",3.68,7,"","s","w","","","f","f","","l","u"
"p",3.19,"x","k","w","f","s","","p",3.5,2.7,"","","n","","","f","f","p","g","a"
"e",3.09,"f","h","n","f","","c","n",5.64,6.03,"","s","w","","w","f","f","k","d","u"
"p",0.79,"x","g","e","f","a","","n",4.08,0.99,"","s","k","","","f","f","","d","u"
"p",3.51,"b","w","p","f","a","","r",5.37,5.67,"","t","y","","","f","f","","m","a"
"p",4.53,"x","t","y","f","a","c","y",5.85,7.33,"","g","o","","","f","f","","g","u"
"p",2.17,"f","i","k","f","a","","p",4.46,2.53,"","","w","","","f","f","p","g","u"
"e",6.24,"f","g","o","f","s","","y",8.43,11.93,"","i","o","","","f","f","","d","a"
"p",4.85,"s","d","o","f","d","c","y",3.96,6.72,"","","y","","","f","f","","d","a"
"p",15.94,"f","g","o","f","e","","w",18.12,18.61,"s","y","w","u","w","t","g","","d","w"
"e",6.46,"f","t","o","f","s","","n",9.29,12.81,"","t","o","","","f","f","","d","a"
"e",5.77,"f","s","w","f","e","c","n",5.36,13.76,"","","w","","w","t","e","","m","a"
"p",3.04,"b","t","n","f","","","n",8.64,5.1,"","","w","","","t","","k","g","a"
"e",5.79,"x","s","n","f","x","c","w",7.25,10.29,"","s","n","","","f","f","","l","a"
"p",18.65,"f","g","o","f","p","","y",5.17,37.37,"","","n","","","f","f","","d","w"
"p",3.89,"f","","n","f","x","c","p",7.48,3.86,"","","n","","","f","f","","l","u"
"e",2.93,"s","y","n","f","d","d","p",6.41,3.49,"","i","n","","","f","f","","l","a"
"e",7.54,"x","s","u","f","a","c","w",4.28,14.82,"","","w","","","f","f","","d","u"
"p",11.82,"o","","e","f","f","f","f",4,25.12,"","g","n","","","f","f","","d","s"
"p",0.67,"x","g","y","f","","","y",3.41,0.72,"","","w","","","f","f","","d","u"
"p",4.3,"x","t","o","f","a","c","n",4.89,6.14,"","y","n","","","t","z","","d","a"
"p",3.17,"x","t","n","f","s","c","p",5.6,7.5,"","","w","","n","t","z","","d","a"
"e",2.35,"f","h","n","f","","c","k",5.39,5.8,"","s","w","","w","f","f","k","d","u"
"p",3.96,"b","t","n","f","x","c","p",6.45,5.21,"","i","g","","","f","f","","g","a"
"p",4.4,"b","t","n","f","x","c","p",6.98,4.58,"","i","n","","","f","f","","d","a"
"e",6.75,"p","","n","f","f","f","f",6.2,20.57,"","","n","","","f","f","","d","s"
"p",7.04,"p","s","g","f","","","w",10.84,14.17,"","s","w","","","t","z","","g","w"
"e",6.81,"c","t","n","f","e","","w",12.65,13.63,"","s","w","u","w","f","f","","d","u"
"e",6.34,"c","","n","f","f","f","f",5.85,21.69,"","","n","","","f","f","","d","s"
"p",14.49,"f","h","o","f","e","","w",18.02,16.61,"s","y","w","u","w","t","p","","d","w"
"e",1.61,"x","w","n","f","","d","g",4.93,2.49,"","","w","","","f","f","","d","w"
"p",8.34,"f","d","e","t","d","c","y",6.14,9.34,"","","n","","","f","f","","d","a"
"e",5.02,"x","t","g","f","a","d","n",7.41,5.37,"","t","g","","","t","l","","d","a"
"p",1.16,"f","s","y","f","f","f","f",3.41,5.11,"","","y","","","f","f","","d","u"
"p",3.2,"f","w","r","f","a","","y",5.22,6.44,"","t","r","","","f","f","","g","u"
"e",10.99,"x","t","n","t","p","","y",7.35,21.69,"","","n","","","f","f","","d","a"
"p",1.15,"b","t","y","f","","c","k",3.77,2.57,"","","n","","","t","f","","m","a"
"p",13.22,"o","","n","f","f","f","f",3.69,26.86,"","g","n","","","f","f","","d","u"
"p",16.08,"x","k","w","t","d","d","n",6.96,30.6,"","","w","","","f","f","","d","a"
"p",5.09,"c","i","y","f","","c","n",6.84,7.87,"","","w","","","f","f","","d","a"
"e",12.51,"f","s","n","t","e","","g",11.95,17.81,"s","","w","","","t","r","","m","a"
"e",10.66,"x","s","w","t","e","","n",9.35,17.89,"s","","w","","","t","r","","m","u"
"e",3.49,"x","t","o","f","a","d","w",5.1,5.17,"","s","n","","","f","f","","d","s"
"e",4.71,"x","y","g","f","s","","y",4.56,7.75,"","","w","","","f","f","","d","a"
"p",0.87,"x","g","w","f","a","d","w",2.87,1.33,"","","n","","","f","f","","l","u"
"e",1.51,"x","g","y","f","a","","w",5.36,1.99,"","t","y","","","f","f","","d","a"
"p",6,"b","s","k","f","e","","k",7.51,7.9,"","","k","","","f","f","","g","a"
"e",3.73,"x","","n","f","x","c","w",7.72,7.97,"b","","n","","w","t","","","d","s"
"p",4.24,"x","","e","f","x","","w",5.78,5.76,"","","w","","","f","f","","d","a"
"p",5.43,"x","","p","f","","c","w",3.38,12.43,"","","y","","","f","f","","d","a"
"p",13.99,"x","","n","f","e","","w",11.02,14.2,"","","w","u","w","t","e","","d","a"
"p",3.43,"f","d","n","f","x","c","w",4.49,3,"b","i","n","","","f","f","","d","a"
"p",8.27,"x","i","n","f","a","c","k",7.75,7.66,"","i","n","","k","t","z","k","g","u"
"e",3.3,"f","h","n","f","","c","n",5.02,6.39,"","s","w","","w","f","f","k","d","a"
"p",7.2,"x","i","y","f","a","","o",7.46,19.56,"r","","y","","","t","r","n","d","w"
"e",6.75,"x","","g","t","p","","g",12.21,25.43,"","y","w","","","f","f","","d","u"
"p",19.22,"s","s","n","f","d","c","y",6,38.36,"","k","k","","","f","f","","d","u"
"p",17.69,"f","h","o","f","e","","w",18.34,18.39,"s","y","w","u","w","t","g","","d","w"
"e",12.2,"s","","w","t","d","c","y",5.71,21.31,"","","w","","","f","f","","d","u"
"e",1.44,"c","g","n","f","a","","w",4.77,1.18,"","","g","","","f","f","","l","u"
"e",1.31,"c","g","n","f","a","","w",4.06,1.35,"","","g","","","f","f","","l","u"
"e",8.51,"x","s","w","f","s","c","w",6.69,32.39,"","","w","","","f","f","","m","s"
"p",8.93,"s","t","p","t","d","c","p",7.73,16.15,"","","p","","","t","f","","d","a"
"e",5.57,"s","","n","f","d","c","w",3.59,7.02,"","s","w","","","f","f","","d","u"
"e",11.2,"x","e","l","f","x","c","w",7.86,19.34,"","","w","","","f","f","","d","a"
"e",9.65,"x","t","y","f","p","","y",8.15,16.08,"","","y","","y","t","","","d","a"
"e",9.19,"x","s","n","f","e","c","p",7.2,9.49,"","i","n","","","f","f","p","d","u"
"p",3.15,"b","y","n","f","e","c","n",3.65,3.38,"","k","w","","","t","e","","m","a"
"e",14.9,"x","y","n","t","e","","w",9.28,16.83,"","","w","","","t","","","g","a"
"e",7.21,"x","d","w","f","s","c","w",6.19,26.51,"","","w","","","f","f","","m","s"
"e",3.28,"b","y","n","f","","c","k",7.72,3.83,"","","w","","","f","f","","d","w"
"e",8.81,"x","s","n","f","e","c","w",8.61,10.52,"","i","n","","","f","f","p","d","s"
"e",15.06,"f","s","w","t","e","","n",10.37,17.88,"s","","w","","","t","r","","m","u"
"p",1.55,"b","g","w","f","","c","n",5.68,2.82,"","","n","","","f","f","","m","s"
"e",3.53,"x","h","n","f","","c","k",5.54,5.97,"","s","w","","w","f","f","k","d","u"
"e",9.08,"f","i","n","f","e","c","p",4.62,12.93,"","","w","","","t","r","","w","a"
"e",11.94,"x","t","n","t","p","","y",9.15,23.14,"","","n","","","f","f","","d","u"
"e",10.8,"x","s","n","f","e","c","w",9.44,11.21,"","i","w","","","f","f","p","d","a"
"p",8.91,"f","h","r","f","","c","w",11.35,17.75,"","","w","u","w","t","g","","d","u"
"e",6.79,"x","l","w","f","d","","p",3.67,7.06,"","","w","","","f","f","","g","u"
"p",0.61,"f","","o","f","d","","o",4.48,0.96,"","","y","","","f","f","w","g","a"
"e",4.92,"x","s","b","f","d","d","o",5.7,12.26,"","","w","","","f","f","","m","a"
"p",1.87,"p","t","n","f","a","c","g",6.62,2.27,"","t","y","","","t","e","","m","s"
"e",8.72,"x","d","e","t","p","","r",6.96,13.09,"","","e","","","f","f","","d","u"
"e",1.26,"x","w","n","f","","d","g",5.19,2.29,"","","w","","","f","f","","g","u"
"p",4.19,"x","i","e","f","","","e",4.96,5.71,"","","e","","","f","f","n","d","a"
"e",16.26,"x","t","n","f","a","d","y",7.19,18.16,"","","w","","","f","f","w","d","a"
"e",1.47,"c","g","n","f","a","","g",4.87,1.42,"","","g","","","f","f","","l","u"
"p",2.64,"f","y","o","f","d","","y",2.8,5.37,"","","o","","","f","f","","m","a"
"e",9.26,"s","","g","f","s","c","b",7.55,19.93,"","","u","","","f","f","","l","w"
"p",1.41,"x","k","n","f","","","n",3.64,1.41,"","","n","","","f","f","","d","u"
"p",3.85,"b","w","u","f","a","c","g",4.69,5.29,"","s","u","","","f","f","","d","a"
"e",4.74,"x","h","n","f","p","d","y",6.54,12.29,"","s","n","","","f","f","","h","u"
"p",6.67,"x","w","n","f","x","","w",13.24,7.05,"r","g","n","","","f","f","","d","a"
"e",3.39,"x","s","p","f","a","c","o",4.85,7,"","","o","","","f","f","","g","w"
"p",23.66,"x","s","o","f","p","","y",4.95,42.32,"","","n","","","f","f","","d","w"
"e",6.51,"s","","n","f","d","c","w",4.72,7.66,"","s","w","","","f","f","","h","a"
"e",6.64,"x","l","w","f","d","","p",3.52,8.79,"","","w","","","f","f","","g","a"
"e",4.73,"f","t","n","f","a","d","y",6.61,6.13,"","k","n","","","f","f","","d","s"
"e",18.41,"p","d","o","f","p","","n",14.7,33.14,"s","y","w","","","f","f","","d","u"
"e",11.54,"s","t","k","f","a","d","y",7.75,21.21,"","","w","","","f","f","w","d","a"
"e",10.46,"x","e","l","f","x","c","w",7.3,21.45,"","","w","","","f","f","","d","a"
"e",7.85,"x","s","n","f","e","c","w",8.26,10.07,"","i","w","","","f","f","p","d","a"
"p",8.29,"x","i","n","f","a","","n",6.95,12.58,"s","","n","","e","f","f","","h","a"
"p",9.65,"x","i","n","f","a","","n",11.29,16.95,"s","","n","","e","f","f","","d","a"
"p",3.52,"f","l","e","f","x","d","e",5.17,4.36,"","","y","","","f","f","","d","u"
"e",4.34,"x","","l","f","d","","r",5.46,6.74,"","","w","","","f","f","","l","u"
"e",7.1,"x","e","y","f","x","c","w",6.74,16.34,"","","w","","","f","f","","d","u"
"p",4.19,"x","t","n","f","s","c","p",5.84,8.63,"","","w","","n","t","z","","d","a"
"e",9.31,"x","s","n","f","e","c","w",7.13,10.76,"","i","w","","","f","f","p","d","a"
"p",4.88,"f","","y","f","s","d","y",5.28,12.83,"","i","y","","","f","f","","d","a"
"e",18.04,"p","d","o","f","p","","n",14.71,34.5,"s","y","w","","","f","f","","d","a"
"e",8.36,"s","l","w","f","d","","p",3.7,10.08,"","","w","","","f","f","","d","u"
"p",1.45,"x","g","y","f","d","d","n",2.04,2.76,"","s","n","","","f","f","","h","u"
"e",1.44,"f","w","n","f","","d","k",4.35,2.32,"","","w","","","f","f","","g","u"
"e",6.23,"f","y","w","f","e","c","n",5.15,12.48,"","","w","","w","t","e","","g","a"
"e",7.25,"x","","p","f","x","c","w",6.75,15.89,"","s","w","","","f","f","","d","u"
"e",57.86,"o","y","y","f","p","","y",7.97,39.13,"","k","n","","","f","f","","d","s"
"p",7.34,"f","y","u","f","s","c","y",5.71,13.5,"","y","y","","","f","f","","d","a"
"e",1.48,"x","t","y","f","a","","w",7.09,2.69,"","t","y","","","f","f","","h","u"
"e",3.34,"b","y","n","f","","c","n",6.66,3.22,"","","w","","","f","f","","d","u"
"e",9.26,"x","s","w","f","s","c","w",7.91,27.96,"","","w","","","f","f","","d","s"
"p",18.15,"x","s","n","t","p","","o",10.28,35.95,"c","","y","","","f","f","","d","a"
"e",8.58,"f","","n","f","x","c","w",7.86,21.9,"","s","w","","","f","f","","d","u"
"p",3.08,"s","d","w","f","a","d","p",3.82,2.5,"","h","w","","","f","f","","g","a"
"p",16.31,"f","g","o","f","e","","w",17.59,18.24,"s","y","w","u","w","t","g","","d","w"
"p",4.77,"b","s","y","f","","c","y",10.33,7.43,"","","y","u","w","t","z","k","d","w"
"p",0.91,"x","g","w","f","a","d","w",3.06,1.41,"","","e","","","f","f","","l","a"
"p",1.71,"x","i","k","f","a","","w",3.84,2.3,"","","w","","","f","f","p","g","a"
"p",0.83,"x","g","n","f","a","","p",3.85,1.03,"","s","k","","","f","f","","d","s"
"e",6.74,"f","","n","f","x","c","w",5.84,13.86,"","s","w","","","f","f","","d","u"
"p",5.14,"x","t","n","f","a","c","n",5.32,6.03,"","y","n","","","t","z","","d","w"
"p",1.87,"b","","n","f","a","","g",5.12,2.14,"","s","g","","","f","f","","d","u"
"e",10.62,"x","s","n","f","d","d","w",8.81,15.26,"","i","n","","","t","","w","d","w"
"e",9.38,"x","h","y","f","p","","y",7.86,14.81,"","","y","","y","t","","","d","a"
"p",3.32,"f","k","w","f","s","","p",4.05,3.12,"","","n","","","f","f","p","g","u"
"p",3.21,"f","w","u","f","a","c","u",5.78,6.31,"","s","u","","","f","f","","d","a"
"e",8.9,"o","","n","f","","","w",3.76,21.01,"","","n","","","f","f","","d","u"
"e",8.03,"f","g","o","f","s","","n",9.05,12.54,"","t","n","","","f","f","","d","a"
"p",3.28,"x","t","n","f","s","c","n",5,7.93,"","","w","","n","t","z","","d","u"
"p",8.58,"f","t","y","f","x","c","y",6.38,17.74,"","","y","","","f","f","","d","a"
"e",5.92,"x","s","n","f","x","c","w",6.83,9.17,"","s","n","","","f","f","","l","a"
"p",6.4,"s","k","n","f","p","","n",4,7.2,"","k","n","","","t","f","","d","u"
"p",7.04,"b","t","w","f","e","c","w",12.23,11.7,"","y","w","u","w","t","e","","d","u"
"p",7.21,"f","t","y","f","x","c","y",4.62,14.42,"","","y","","","f","f","","d","a"
"e",7.18,"p","","g","f","a","","w",7.21,13.93,"","","g","","","f","f","","d","a"
"e",9.26,"s","t","o","t","d","c","o",5.74,16.34,"","","w","","","f","f","","d","u"
"p",3.75,"o","","w","f","f","f","f",5.27,33.95,"","g","w","","","t","f","","p","a"
"p",2.9,"o","","k","f","f","f","f",3.37,14.31,"","g","n","","","f","f","","d","u"
"e",6.31,"x","y","n","f","","","w",6.25,23.46,"b","","n","","w","t","e","","d","a"
"p",1.3,"b","g","y","f","","c","n",5.73,3.03,"","","n","","","f","f","","m","s"
"e",7.66,"p","","g","f","a","","w",7.68,13.99,"","","g","","","f","f","","d","a"
"e",11.68,"f","","g","f","d","c","w",2.52,15.69,"","","w","","","f","f","","d","a"
"e",4.55,"x","","w","f","x","c","w",6.36,3.81,"","","w","","","f","f","","d","u"
"p",3.66,"b","s","y","f","","c","y",7.56,6.85,"","","y","u","w","t","z","r","d","a"
"e",7.33,"x","h","y","t","x","c","y",7.46,15.56,"","","w","","","f","f","","d","a"
"p",3.22,"b","","g","f","a","","n",8.39,2.43,"","","g","","w","f","f","k","g","u"
"p",5.19,"x","y","w","t","","","n",6.59,11.79,"s","","w","","","t","l","","d","u"
"p",3.48,"b","y","n","f","","c","g",5.11,4.35,"s","s","w","","","f","f","","d","a"
"e",3.89,"x","d","n","f","p","","e",4.63,10.08,"","","n","","","f","f","","d","a"
"p",0.76,"x","g","o","f","","","y",3.28,0.72,"","","y","","","f","f","","d","a"
"e",4.01,"x","h","n","f","","c","n",6.94,7.35,"","s","w","","w","f","f","k","d","u"
"p",1.61,"x","k","n","f","","","n",3.97,1.39,"","","n","","","f","f","","d","a"
"p",2.91,"b","","k","f","a","","k",10.12,2.43,"","","g","","w","f","f","k","g","a"
"p",7.07,"c","e","y","t","x","c","r",8.48,13.2,"","","w","","","f","f","","g","a"
"p",6.97,"x","","n","t","x","","n",9.25,21.69,"s","","g","","u","f","f","","d","a"
"p",7.07,"x","","g","f","d","c","w",5.65,9.81,"b","","n","","","f","f","","l","a"
"p",13.35,"s","t","r","t","d","c","w",5.4,27.5,"","","g","","","f","f","","g","a"
"p",0.97,"b","t","n","f","","c","k",3.79,2.73,"","","n","","","t","f","","g","u"
"e",10.37,"x","t","n","t","p","","y",8.22,22.17,"","","n","","","f","f","","d","a"
"e",5.74,"s","l","n","f","f","f","f",7.3,50.56,"","","n","","","f","f","g","d","a"
"p",5.63,"s","d","y","f","d","c","o",3.08,6.06,"","","o","","","f","f","","d","u"
"p",3.68,"b","y","n","f","","c","g",6.27,4.66,"s","s","w","","","f","f","","d","a"
"e",6.84,"f","s","b","f","x","c","w",6.52,9.73,"","s","n","","","f","f","","l","w"
"e",12.05,"f","e","b","f","","c","b",5.1,17.7,"","","w","","","t","f","","d","a"
"e",11.16,"f","","l","f","d","c","y",2.49,14.58,"","","w","","","f","f","","d","w"
"e",15.06,"p","d","e","f","p","","w",13.15,30.71,"s","y","w","","","f","f","","d","u"
"e",8.19,"s","","g","f","s","c","p",6.71,21.57,"b","","u","","","f","f","","d","a"
"p",8.65,"x","y","w","t","","","n",8.68,15.06,"s","","w","","","t","l","","g","u"
"e",16.15,"x","d","n","f","p","","w",17.61,35.59,"s","y","w","","","f","f","","d","a"
"e",4.91,"x","","n","f","x","c","g",7.01,3.99,"","","w","","","f","f","","d","a"
"e",10.73,"f","y","w","f","e","c","k",21.17,12.76,"","s","w","","","t","e","","u","u"
"e",10.76,"f","e","b","f","","c","b",5.04,20.95,"","","w","","","t","f","","d","a"
"e",9.32,"f","s","w","f","e","c","k",15.59,11.87,"","s","w","","","t","e","","g","w"
"e",3.36,"b","g","n","f","x","d","w",4.89,3.04,"","","y","","","f","f","","g","a"
"p",7.95,"b","y","n","f","","","k",15.14,18.04,"","","w","","","f","f","","d","a"
"p",15.54,"x","s","n","t","p","","e",10.12,32.41,"c","","y","","","f","f","","d","a"
"e",7.25,"f","s","n","f","s","c","w",6.77,10.88,"b","i","w","","","f","f","","d","u"
"e",9.08,"x","t","n","t","p","","y",6.96,17.72,"","","n","","w","t","p","","d","u"
"e",2.22,"s","y","n","f","d","d","p",4.83,3.02,"","i","n","","","f","f","","l","a"
"p",11.58,"s","s","n","f","d","c","y",6.08,33.51,"","k","k","","","f","f","","d","a"
"p",3.32,"s","d","w","f","a","d","p",3.94,2.5,"","h","w","","","f","f","","g","a"
"p",5.96,"b","s","e","f","e","","k",5.95,7.89,"","","o","","","f","f","","m","a"
"p",3.17,"o","","k","f","f","f","f",3.8,17.9,"","g","g","","","f","f","","d","a"
"p",1.04,"x","g","w","f","a","d","w",2.64,1.34,"","","n","","","f","f","","l","a"
"p",5.45,"x","t","n","f","s","","n",5.69,8.42,"","y","n","","","f","f","","d","a"
"p",6.03,"f","","p","f","x","","w",6.44,7.36,"","","w","","","f","f","","d","a"
"p",2.93,"b","w","u","f","a","c","g",4.63,5.41,"","s","u","","","f","f","","d","u"
"p",0.71,"f","","o","f","d","","o",4.87,0.99,"","","y","","","f","f","w","g","u"
"e",13.35,"s","e","g","f","a","c","w",9.04,23.44,"s","","w","","","f","f","","d","w"
"e",7.74,"x","s","k","f","a","c","w",4.51,14.5,"","","w","","","f","f","","d","a"
"p",5.38,"c","i","y","f","","c","n",7.24,8.08,"","","w","","","f","f","","d","u"
"e",3.88,"x","","y","f","x","c","g",6.48,3.84,"","","w","","","f","f","","d","a"
"e",4.27,"b","g","w","f","x","d","w",4.74,3.32,"","","y","","","f","f","","g","a"
"e",3.79,"x","s","w","f","d","d","w",3.35,6.5,"","","w","","","f","f","","m","w"
"e",6.26,"s","","n","f","d","c","w",4.82,8.5,"","s","w","","","f","f","","l","u"
"p",4.28,"f","","u","f","a","","w",3.82,5.81,"","","w","","","f","f","","d","a"
"e",9.02,"x","h","y","t","x","c","y",7.11,14.17,"","","w","","","f","f","","d","a"
"e",9.84,"f","s","u","f","a","c","w",5.28,15.45,"","","w","","","f","f","","d","u"
"p",1.15,"b","t","n","f","","c","k",4.31,2.7,"","","n","","","t","f","","g","a"
"p",0.81,"x","g","p","f","a","","n",3.76,0.98,"","s","k","","","f","f","","d","u"
"p",14.23,"x","h","y","f","s","","y",8.35,19.17,"","i","n","","","f","f","","d","u"
"e",1.53,"x","g","n","f","d","","w",5.72,1.8,"","t","y","","","f","f","","d","a"
"e",2.78,"s","y","n","f","a","d","p",6.56,3.54,"","i","n","","","f","f","","l","u"
"p",5.94,"x","t","n","f","s","","g",5.79,7.52,"","y","n","","","f","f","","d","a"
"e",4.76,"f","g","n","f","a","d","g",5.13,3.16,"","s","g","","","f","f","","d","a"
"p",7.61,"x","w","p","f","s","c","p",4.37,9.5,"","","p","","","f","f","","d","w"
"e",1.17,"x","g","e","t","a","","p",6.1,1.1,"","","n","","","f","f","","d","a"
"p",9.49,"x","i","n","f","a","","n",11.97,15.26,"s","","n","","n","f","f","","h","a"
"p",0.89,"x","g","w","f","a","d","w",2.51,1.26,"","","n","","","f","f","","d","a"
"p",3.21,"x","y","n","f","a","","w",4.95,3.52,"","y","y","","","t","r","","d","u"
"p",2.08,"x","i","k","f","a","","p",4.45,2.62,"","","w","","","f","f","p","g","a"
"e",16.7,"p","d","o","f","p","","n",16.43,35.8,"s","y","w","","","f","f","","d","a"
"p",6.29,"x","e","e","f","a","","n",9.14,10.18,"","","e","","w","t","z","","d","a"
"p",3.35,"s","w","u","f","a","c","u",6.09,5.25,"","s","u","","","f","f","","l","a"
"e",13.71,"x","e","n","t","e","","w",9.78,17.51,"","","w","","","t","","","g","u"
"e",6.36,"c","t","n","f","e","","w",12.49,13.43,"","s","n","u","w","f","f","","d","a"
"e",8.36,"f","g","n","f","s","","y",10.14,13.67,"","i","n","","","f","f","","d","a"
"p",0.85,"x","g","p","f","a","","n",3.86,1.03,"","s","k","","","f","f","","d","w"
"p",3.5,"x","y","y","f","a","","w",4.67,3.4,"","y","n","","","t","r","","h","a"
"p",6.94,"f","","r","f","x","c","n",6.01,9.8,"","","w","","","f","f","","d","a"
"p",3.77,"x","t","n","f","s","c","p",5.41,7.78,"","","w","","n","t","z","","d","a"
"p",9.18,"s","t","p","t","d","c","p",7.37,14.16,"","","p","","","t","f","","d","u"
"p",5.98,"c","i","y","f","","c","r",6.77,7.91,"","","w","","","f","f","","d","a"
"p",7.43,"b","y","n","f","","","k",14.51,17.94,"","","w","","","f","f","","d","a"
"p",2.99,"f","d","p","f","a","","r",4.91,6.53,"","t","r","","","f","f","","g","a"
"e",4.46,"x","s","o","f","p","","n",6.02,11.95,"","","e","","","f","f","","d","u"
"e",4.79,"f","h","o","f","a","d","w",7.34,4.97,"","k","o","","","f","f","","d","a"
"e",13.11,"x","e","n","t","e","","w",9.43,16.34,"","","w","","","t","","","g","u"
"p",9.76,"x","t","n","f","a","d","w",7.47,22.78,"","","w","","","f","f","","d","u"
"e",10.24,"s","t","o","t","d","c","o",5.84,18.03,"","","w","","","f","f","","d","a"
"e",1.33,"c","g","n","f","a","","g",5.18,1.36,"","","g","","","f","f","","d","u"
"p",7.61,"f","h","e","f","x","d","w",5.71,17.93,"b","","w","","","f","f","","d","u"
"p",8.12,"s","t","g","t","d","","w",4.65,13.18,"","t","g","","","f","f","","d","u"
"p",7.01,"f","y","y","f","s","c","y",5.72,15.68,"","y","y","","","f","f","","d","a"
"p",3.08,"f","y","n","f","e","c","n",3.77,3.39,"","k","w","","","t","e","","m","u"
"p",6.75,"x","w","e","f","x","","w",12.3,6.14,"r","g","n","","","f","f","","d","u"
"p",3.06,"f","s","o","f","a","","o",3.07,5.39,"","","o","","","f","f","","h","a"
"p",0.63,"x","g","p","f","a","","p",3.86,0.89,"","s","k","","","f","f","","d","s"
"e",15,"x","s","k","f","a","d","y",6.59,22.06,"","","w","","","f","f","w","d","a"
"p",2.18,"x","t","n","f","s","c","p",4.49,6.94,"","","w","","n","t","z","","d","u"
"e",3.11,"x","h","n","f","","c","n",5.41,5.85,"","s","w","","w","f","f","k","d","a"
"e",0.83,"p","g","g","f","","","g",2.92,1.51,"","","w","","","f","f","","d","a"
"p",7.21,"f","","y","f","x","c","y",6.64,11.91,"","","w","","","f","f","","d","a"
"p",3.03,"s","s","g","f","d","c","w",2.96,7.88,"","","w","","","f","f","","g","u"
"e",51.4,"o","y","y","f","p","","y",6.9,36.86,"","k","k","","","f","f","","d","s"
"p",19.99,"f","k","w","t","d","d","w",8.95,32.68,"","","w","","","f","f","","d","a"
"e",5.78,"f","s","n","f","s","c","w",5.16,9.01,"b","i","w","","","f","f","","m","a"
"p",4.07,"b","y","n","f","","c","w",8.17,4.86,"s","s","w","","","f","f","","d","a"
"p",2.74,"f","s","w","f","d","c","w",2.96,7.64,"","","w","","","f","f","","g","u"
"e",8.41,"x","t","y","f","p","","y",8.82,16.9,"","","y","","y","t","","","d","u"
"p",4.81,"x","y","y","f","a","","w",5.61,3.78,"","y","n","","","t","r","","g","u"
"e",9.44,"f","d","w","f","s","c","w",6.94,27.84,"","","w","","","f","f","","d","u"
"e",10.23,"x","s","n","f","x","","n",6.62,21.54,"","","p","","","f","f","","d","u"
"e",2.88,"f","d","u","t","d","c","p",4.5,5.74,"","","n","","","f","f","","d","a"
"p",4.25,"o","","w","f","f","f","f",6.19,31.96,"","g","w","","","t","f","","p","a"
"e",9.23,"x","h","n","t","p","","y",6.53,20.96,"","","n","","","f","f","","d","u"
"p",7.28,"f","","y","f","x","c","y",6.15,12.14,"","","w","","","f","f","","d","a"
"p",4.35,"f","d","b","f","x","c","y",5.48,3.26,"b","s","n","","","f","f","","l","a"
"e",9.16,"o","","n","f","","","w",4.88,22.78,"","","n","","","f","f","","d","a"
"p",8.31,"x","d","y","f","a","","o",10.47,20.68,"r","","y","","","t","r","n","d","a"
"p",2.76,"o","s","g","f","f","f","f",0,0,"f","f","f","","","t","f","","d","a"
